State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Madhya Pradesh,ALIRAJPUR,2009,Whole Year ,Linseed,4,2
Madhya Pradesh,SAGAR,2009,Rabi       ,Small millets,254,79
Madhya Pradesh,DEWAS,2009,Whole Year ,Dry chillies,141,121
Madhya Pradesh,DATIA,2009,Whole Year ,Tobacco,192,87
Madhya Pradesh,REWA,2010,Whole Year ,Potato,2138,13581
Madhya Pradesh,DEWAS,2010,Rabi       ,Masoor,221,110
Madhya Pradesh,BHOPAL,2010,Whole Year ,Coriander,1806,576
Madhya Pradesh,UJJAIN,2010,Whole Year ,Coriander,582,154
Madhya Pradesh,SEONI,2010,Kharif     ,Horse-gram,11,3
Madhya Pradesh,ALIRAJPUR,2010,Rabi       ,Barley,3,3
Madhya Pradesh,MANDLA,2010,Rabi       ,Moong(Green Gram),20,2
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Cowpea(Lobia),138,27
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Urad,1117,404
Madhya Pradesh,SHIVPURI,2010,Rabi       ,Barley,1320,2073
Madhya Pradesh,SEHORE,2010,Whole Year ,Coriander,801,311
Madhya Pradesh,KHARGONE,2010,Whole Year ,Dry ginger,126,132
Madhya Pradesh,SINGRAULI,2010,Kharif     ,Urad,6161,3638
Madhya Pradesh,SATNA,2010,Rabi       ,Peas & beans (Pulses),4511,1247
Madhya Pradesh,JABALPUR,2010,Whole Year ,Sugarcane,373,10870
Madhya Pradesh,GUNA,2010,Rabi       ,Rapeseed &Mustard,8141,6577
Madhya Pradesh,KHANDWA,2010,Kharif     ,Maize,7050,13960
Madhya Pradesh,HOSHANGABAD,2010,Kharif     ,Arhar/Tur,11004,6693
Madhya Pradesh,RAJGARH,2010,Whole Year ,Sannhamp,26,67
Madhya Pradesh,SINGRAULI,2010,Whole Year ,Turmeric,19,16
Madhya Pradesh,JABALPUR,2010,Whole Year ,Turmeric,4,5
Madhya Pradesh,SHAHDOL,2010,Whole Year ,Dry ginger,70,98
Madhya Pradesh,GUNA,2010,Kharif     ,Bajra,62,116
Madhya Pradesh,SHAHDOL,2010,Whole Year ,Garlic,83,107
Madhya Pradesh,KHANDWA,2010,Kharif     ,Arhar/Tur,10128,4984
Madhya Pradesh,KATNI,2010,Rabi       ,Urad,141,31
Madhya Pradesh,GUNA,2010,Kharif     ,Urad,3986,1966
Madhya Pradesh,INDORE,2010,Kharif     ,Urad,108,33
Madhya Pradesh,SEHORE,2010,Whole Year ,Sesamum,69,64
Madhya Pradesh,RATLAM,2010,Kharif     ,Bajra,3,5
Madhya Pradesh,PANNA,2010,Whole Year ,Onion,627,3979
Madhya Pradesh,SEONI,2010,Rabi       ,Rapeseed &Mustard,1103,851
Madhya Pradesh,BURHANPUR,2010,Kharif     ,Bajra,93,100
Madhya Pradesh,SHIVPURI,2010,Kharif     ,Cotton(lint),21,27
Madhya Pradesh,DATIA,2010,Whole Year ,Sweet potato,7,28
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Dry chillies,281,218
Madhya Pradesh,NEEMUCH,2010,Kharif     ,Rice,47,35
Madhya Pradesh,SHIVPURI,2010,Kharif     ,Rice,8333,13216
Madhya Pradesh,MANDLA,2010,Kharif     ,Arhar/Tur,6225,2481
Madhya Pradesh,BETUL,2010,Rabi       ,Masoor,3458,347
Madhya Pradesh,MANDLA,2010,Kharif     ,Jowar,90,116
Madhya Pradesh,CHHATARPUR,2010,Whole Year ,Potato,1243,6178
Madhya Pradesh,DAMOH,2010,Rabi       ,Rapeseed &Mustard,768,736
Madhya Pradesh,BALAGHAT,2010,Whole Year ,Turmeric,90,43
Madhya Pradesh,SEHORE,2010,Kharif     ,Jowar,1631,3174
Madhya Pradesh,SEHORE,2010,Rabi       ,Masoor,3048,1433
Madhya Pradesh,SINGRAULI,2010,Whole Year ,Potato,1138,10590
Madhya Pradesh,DAMOH,2010,Kharif     ,Small millets,167,74
Madhya Pradesh,CHHATARPUR,2010,Whole Year ,Turmeric,129,45
Madhya Pradesh,KHARGONE,2010,Kharif     ,Groundnut,9664,11135
Madhya Pradesh,SEONI,2010,Kharif     ,Niger seed,6158,1335
Madhya Pradesh,MANDLA,2010,Kharif     ,Moong(Green Gram),15,5
Madhya Pradesh,CHHATARPUR,2010,Kharif     ,Bajra,26,14
Madhya Pradesh,BETUL,2010,Kharif     ,Moong(Green Gram),1186,381
Madhya Pradesh,BALAGHAT,2010,Kharif     ,Castor seed,24,7
Madhya Pradesh,MORENA,2010,Whole Year ,Sesamum,4364,2247
Madhya Pradesh,SATNA,2010,Whole Year ,Dry ginger,331,239
Madhya Pradesh,JHABUA,2010,Kharif     ,Castor seed,251,109
Madhya Pradesh,BURHANPUR,2010,Whole Year ,Garlic,6,14
Madhya Pradesh,NARSINGHPUR,2010,Rabi       ,Rapeseed &Mustard,87,95
Madhya Pradesh,TIKAMGARH,2010,Whole Year ,Onion,491,2667
Madhya Pradesh,NARSINGHPUR,2010,Kharif     ,Jowar,1734,4476
Madhya Pradesh,SIDHI,2010,Whole Year ,Onion,237,1083
Madhya Pradesh,ASHOKNAGAR,2010,Rabi       ,Linseed,124,104
Madhya Pradesh,BETUL,2010,Rabi       ,Rapeseed &Mustard,198,166
Madhya Pradesh,REWA,2010,Rabi       ,Barley,4608,2638
Madhya Pradesh,SHAHDOL,2010,Kharif     ,Cowpea(Lobia),67,15
Madhya Pradesh,PANNA,2010,Rabi       ,Jowar,6,12
Madhya Pradesh,SAGAR,2010,Rabi       ,Cowpea(Lobia),3,1
Madhya Pradesh,BETUL,2010,Rabi       ,Moong(Green Gram),34,8
Madhya Pradesh,BHIND,2010,Kharif     ,Jowar,6250,10457
Madhya Pradesh,DEWAS,2010,Rabi       ,Barley,37,94
Madhya Pradesh,VIDISHA,2010,Rabi       ,Rapeseed &Mustard,864,666
Madhya Pradesh,BETUL,2010,Whole Year ,Sesamum,402,186
Madhya Pradesh,NEEMUCH,2010,Kharif     ,Urad,4309,1959
Madhya Pradesh,SEONI,2010,Kharif     ,Moong(Green Gram),470,170
Madhya Pradesh,MORENA,2010,Whole Year ,Onion,117,743
Madhya Pradesh,DHAR,2010,Kharif     ,Moong(Green Gram),5090,1693
Madhya Pradesh,BHIND,2010,Whole Year ,Garlic,5,8
Madhya Pradesh,KHARGONE,2010,Rabi       ,Moong(Green Gram),10,2
Madhya Pradesh,PANNA,2010,Rabi       ,Rapeseed &Mustard,3662,1574
Madhya Pradesh,KATNI,2010,Whole Year ,Potato,1023,3864
Madhya Pradesh,ANUPPUR,2010,Whole Year ,Sweet potato,63,226
Madhya Pradesh,VIDISHA,2010,Whole Year ,Garlic,187,344
Madhya Pradesh,CHHINDWARA,2010,Whole Year ,Dry chillies,2039,2675
Madhya Pradesh,CHHINDWARA,2010,Whole Year ,Garlic,2654,10551
Madhya Pradesh,ANUPPUR,2010,Whole Year ,Sannhamp,62,61
Madhya Pradesh,SIDHI,2010,Kharif     ,Niger seed,34,14
Madhya Pradesh,KHANDWA,2010,Rabi       ,Rapeseed &Mustard,8,4
Madhya Pradesh,TIKAMGARH,2010,Whole Year ,Sugarcane,150,7090
Madhya Pradesh,GUNA,2010,Kharif     ,Moong(Green Gram),529,245
Madhya Pradesh,SHAJAPUR,2010,Kharif     ,Rice,112,83
Madhya Pradesh,SIDHI,2010,Whole Year ,Tobacco,1,1
Madhya Pradesh,VIDISHA,2010,Kharif     ,Moong(Green Gram),965,356
Madhya Pradesh,SINGRAULI,2010,Rabi       ,Rapeseed &Mustard,4572,2657
Madhya Pradesh,DEWAS,2010,Rabi       ,Rapeseed &Mustard,1617,1732
Madhya Pradesh,SHAHDOL,2010,Whole Year ,Dry chillies,54,77
Madhya Pradesh,NEEMUCH,2010,Kharif     ,Bajra,18,22
Madhya Pradesh,NARSINGHPUR,2010,Kharif     ,Maize,599,945
Madhya Pradesh,SIDHI,2010,Kharif     ,Cowpea(Lobia),21,4
Madhya Pradesh,SHEOPUR,2010,Kharif     ,Moong(Green Gram),599,177
Madhya Pradesh,INDORE,2010,Kharif     ,Groundnut,275,359
Madhya Pradesh,JHABUA,2010,Kharif     ,Jowar,3246,3853
Madhya Pradesh,DAMOH,2010,Whole Year ,Sugarcane,55,1870
Madhya Pradesh,SHEOPUR,2010,Whole Year ,Sugarcane,24,1220
Madhya Pradesh,SHAJAPUR,2010,Whole Year ,Sweet potato,43,293
Madhya Pradesh,ALIRAJPUR,2010,Kharif     ,Groundnut,10094,12298
Madhya Pradesh,KATNI,2010,Kharif     ,Niger seed,6,1
Madhya Pradesh,BHIND,2010,Rabi       ,Barley,4447,9410
Madhya Pradesh,DATIA,2010,Kharif     ,Bajra,910,1066
Madhya Pradesh,JHABUA,2010,Whole Year ,Potato,11,109
Madhya Pradesh,UMARIA,2010,Rabi       ,Masoor,6313,1004
Madhya Pradesh,ALIRAJPUR,2010,Rabi       ,Jowar,1290,1551
Madhya Pradesh,BURHANPUR,2010,Kharif     ,Urad,1556,366
Madhya Pradesh,JHABUA,2010,Kharif     ,Bajra,8,5
Madhya Pradesh,UMARIA,2010,Rabi       ,Gram,6451,2154
Madhya Pradesh,REWA,2010,Whole Year ,Mesta,60,132
Madhya Pradesh,MANDSAUR,2010,Whole Year ,Sweet potato,28,171
Madhya Pradesh,DEWAS,2010,Whole Year ,Garlic,3977,13369
Madhya Pradesh,JABALPUR,2011,Kharif     ,Arhar/Tur,11441,11319
Madhya Pradesh,ASHOKNAGAR,2011,Whole Year ,Sweet potato,5,28
Madhya Pradesh,MANDLA,2011,Whole Year ,Dry ginger,26,22
Madhya Pradesh,SHEOPUR,2011,Whole Year ,Sugarcane,2,70
Madhya Pradesh,SIDHI,2011,Kharif     ,Mesta,3,3
Madhya Pradesh,SHAHDOL,2011,Kharif     ,Groundnut,198,212
Madhya Pradesh,HARDA,2011,Kharif     ,Small millets,64,16
Madhya Pradesh,BHOPAL,2011,Kharif     ,Maize,2803,3831
Madhya Pradesh,SIDHI,2011,Whole Year ,Coriander,106,70
Madhya Pradesh,ALIRAJPUR,2011,Kharif     ,Rice,6823,5131
Madhya Pradesh,UJJAIN,2011,Kharif     ,Urad,2086,686
Madhya Pradesh,SHEOPUR,2011,Kharif     ,Maize,1168,829
Madhya Pradesh,DATIA,2011,Whole Year ,Garlic,50,64
Madhya Pradesh,KHANDWA,2011,Whole Year ,Sweet potato,94,287
Madhya Pradesh,JHABUA,2011,Whole Year ,Turmeric,15,11
Madhya Pradesh,BHOPAL,2011,Kharif     ,Urad,300,86
Madhya Pradesh,INDORE,2011,Kharif     ,Maize,4320,5036
Madhya Pradesh,HOSHANGABAD,2011,Rabi       ,Peas & beans (Pulses),540,244
Madhya Pradesh,BHIND,2011,Whole Year ,Sweet potato,7,29
Madhya Pradesh,BHOPAL,2011,Kharif     ,Groundnut,332,530
Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Arhar/Tur,8334,7750
Madhya Pradesh,KHANDWA,2011,Kharif     ,Moong(Green Gram),2695,487
Madhya Pradesh,SHAHDOL,2011,Kharif     ,Soyabean,5262,2362
Madhya Pradesh,UMARIA,2011,Kharif     ,Other Kharif pulses,40,6
Madhya Pradesh,SHAHDOL,2011,Whole Year ,Tobacco,5,1
Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Groundnut,67,80
Madhya Pradesh,GUNA,2011,Rabi       ,Khesari,4,4
Madhya Pradesh,CHHINDWARA,2011,Kharif     ,Sannhamp,189,356
Madhya Pradesh,TIKAMGARH,2011,Kharif     ,Jowar,4593,4869
Madhya Pradesh,SHIVPURI,2011,Whole Year ,Potato,563,5498
Madhya Pradesh,ALIRAJPUR,2011,Kharif     ,Sannhamp,64,106
Madhya Pradesh,BHOPAL,2011,Rabi       ,Masoor,2517,2598
Madhya Pradesh,SHAHDOL,2011,Whole Year ,Banana,3,42
Madhya Pradesh,KHANDWA,2011,Kharif     ,Urad,2681,501
Madhya Pradesh,SEHORE,2011,Kharif     ,Sannhamp,37,117
Madhya Pradesh,SEONI,2011,Kharif     ,Niger seed,5506,836
Madhya Pradesh,GUNA,2011,Kharif     ,Bajra,80,129
Madhya Pradesh,DATIA,2011,Kharif     ,Groundnut,5159,5543
Madhya Pradesh,BALAGHAT,2011,Rabi       ,Gram,7429,7851
Madhya Pradesh,BETUL,2011,Kharif     ,Other Kharif pulses,318,85
Madhya Pradesh,SHIVPURI,2011,Kharif     ,Bajra,10303,17204
Madhya Pradesh,SHAHDOL,2011,Kharif     ,Cotton(lint),17,40
Madhya Pradesh,TIKAMGARH,2011,Whole Year ,Dry ginger,1304,1245
Madhya Pradesh,PANNA,2011,Kharif     ,Maize,3452,2037
Madhya Pradesh,SHIVPURI,2011,Whole Year ,Dry ginger,23,16
Madhya Pradesh,JABALPUR,2011,Rabi       ,Other  Rabi pulses,11,4
Madhya Pradesh,UJJAIN,2011,Kharif     ,Arhar/Tur,1428,785
Madhya Pradesh,DAMOH,2011,Kharif     ,Jowar,2439,5166
Madhya Pradesh,DHAR,2011,Rabi       ,Jowar,80,92
Madhya Pradesh,JHABUA,2011,Kharif     ,Barley,154,179
Madhya Pradesh,KATNI,2011,Rabi       ,Urad,182,26
Madhya Pradesh,NEEMUCH,2011,Whole Year ,Turmeric,5,3
Madhya Pradesh,UMARIA,2011,Rabi       ,Masoor,6184,1967
Madhya Pradesh,JHABUA,2011,Kharif     ,Urad,8938,2666
Madhya Pradesh,SATNA,2011,Kharif     ,Jowar,3308,2837
Madhya Pradesh,JHABUA,2011,Rabi       ,Moong(Green Gram),66,13
Madhya Pradesh,GUNA,2011,Rabi       ,Peas & beans (Pulses),208,88
Madhya Pradesh,DHAR,2011,Kharif     ,Moong(Green Gram),5109,1221
Madhya Pradesh,RATLAM,2011,Kharif     ,Sannhamp,5,11
Madhya Pradesh,SATNA,2011,Whole Year ,Dry chillies,726,481
Madhya Pradesh,NEEMUCH,2011,Kharif     ,Small millets,668,435
Madhya Pradesh,MANDSAUR,2011,Whole Year ,Potato,39,566
Madhya Pradesh,NARSINGHPUR,2011,Whole Year ,Potato,761,12338
Madhya Pradesh,JABALPUR,2011,Whole Year ,Garlic,15,65
Madhya Pradesh,NARSINGHPUR,2011,Kharif     ,Groundnut,94,248
Madhya Pradesh,BHIND,2011,Kharif     ,Jowar,6274,9535
Madhya Pradesh,UJJAIN,2011,Kharif     ,Cotton(lint),3,4
Madhya Pradesh,SEONI,2011,Kharif     ,Mesta,8,18
Madhya Pradesh,SINGRAULI,2011,Whole Year ,Dry ginger,64,42
Madhya Pradesh,RATLAM,2011,Kharif     ,Barley,50,266
Madhya Pradesh,UJJAIN,2011,Kharif     ,Moong(Green Gram),219,72
Madhya Pradesh,PANNA,2011,Whole Year ,Sugarcane,346,5500
Madhya Pradesh,JHABUA,2011,Kharif     ,Sannhamp,59,94
Madhya Pradesh,INDORE,2011,Whole Year ,Dry ginger,27,39
Madhya Pradesh,DINDORI,2011,Rabi       ,Khesari,56,20
Madhya Pradesh,KATNI,2011,Rabi       ,Moong(Green Gram),58,12
Madhya Pradesh,NARSINGHPUR,2011,Rabi       ,Horse-gram,5,1
Madhya Pradesh,MORENA,2011,Kharif     ,Moong(Green Gram),457,136
Madhya Pradesh,ANUPPUR,2011,Kharif     ,Jowar,287,246
Madhya Pradesh,JABALPUR,2011,Rabi       ,Urad,1374,371
Madhya Pradesh,DAMOH,2011,Kharif     ,Bajra,1400,2692
Madhya Pradesh,VIDISHA,2011,Kharif     ,Jowar,200,384
Madhya Pradesh,CHHINDWARA,2011,Kharif     ,Bajra,110,134
Madhya Pradesh,SIDHI,2011,Kharif     ,Soyabean,101,45
Madhya Pradesh,GWALIOR,2011,Rabi       ,Peas & beans (Pulses),2149,1105
Madhya Pradesh,BHIND,2011,Kharif     ,Urad,509,89
Madhya Pradesh,GWALIOR,2011,Whole Year ,Onion,86,1070
Madhya Pradesh,DAMOH,2011,Rabi       ,Rapeseed &Mustard,1110,3146
Madhya Pradesh,CHHATARPUR,2011,Whole Year ,Garlic,140,144
Madhya Pradesh,JABALPUR,2011,Kharif     ,Moong(Green Gram),1424,402
Madhya Pradesh,SIDHI,2011,Whole Year ,Sweet potato,36,139
Madhya Pradesh,ASHOKNAGAR,2011,Kharif     ,Cotton(lint),3,5
Madhya Pradesh,CHHATARPUR,2011,Whole Year ,Sugarcane,84,1370
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Potato,382,5694
Madhya Pradesh,SHAHDOL,2011,Rabi       ,Khesari,111,38
Madhya Pradesh,BALAGHAT,2011,Whole Year ,Coriander,333,89
Madhya Pradesh,SEONI,2011,Whole Year ,Sesamum,2588,1080
Madhya Pradesh,SHAJAPUR,2011,Rabi       ,Rapeseed &Mustard,5758,7192
Madhya Pradesh,ASHOKNAGAR,2011,Kharif     ,Maize,7222,8225
Madhya Pradesh,SHAJAPUR,2011,Kharif     ,Urad,3622,541
Madhya Pradesh,BHIND,2011,Rabi       ,Masoor,5309,1688
Madhya Pradesh,RATLAM,2011,Rabi       ,Moong(Green Gram),3,2
Madhya Pradesh,SHAJAPUR,2011,Kharif     ,Other Kharif pulses,49,15
Madhya Pradesh,KATNI,2011,Kharif     ,Maize,3708,2400
Madhya Pradesh,INDORE,2011,Rabi       ,Masoor,310,87
Madhya Pradesh,SHAHDOL,2011,Kharif     ,Barley,679,579
Madhya Pradesh,JHABUA,2011,Whole Year ,Garlic,159,332
Madhya Pradesh,GWALIOR,2011,Kharif     ,Jowar,3581,8245
Madhya Pradesh,KHANDWA,2011,Whole Year ,Sugarcane,188,6950
Madhya Pradesh,ANUPPUR,2011,Whole Year ,Sesamum,986,262
Madhya Pradesh,DHAR,2011,Whole Year ,Dry chillies,9320,16446
Madhya Pradesh,DHAR,2011,Whole Year ,Garlic,5124,13603
Madhya Pradesh,SAGAR,2011,Kharif     ,Groundnut,1125,1280
Madhya Pradesh,RAJGARH,2011,Kharif     ,Sannhamp,22,39
Madhya Pradesh,GUNA,2011,Kharif     ,Jowar,6458,6865
Madhya Pradesh,BHIND,2011,Kharif     ,Moong(Green Gram),1375,241
Madhya Pradesh,BARWANI,2011,Kharif     ,Sannhamp,204,144
Madhya Pradesh,UMARIA,2011,Whole Year ,Dry ginger,58,51
Madhya Pradesh,PANNA,2011,Whole Year ,Dry ginger,404,259
Madhya Pradesh,SINGRAULI,2011,Whole Year ,Sweet potato,187,826
Madhya Pradesh,ALIRAJPUR,2011,Rabi       ,Moong(Green Gram),51,10
Madhya Pradesh,SHAJAPUR,2011,Whole Year ,Dry ginger,1,1
Madhya Pradesh,SEHORE,2011,Whole Year ,Dry chillies,338,514
Madhya Pradesh,NARSINGHPUR,2011,Rabi       ,Moong(Green Gram),341,98
Madhya Pradesh,DHAR,2011,Whole Year ,Banana,476,17850
Madhya Pradesh,KHANDWA,2011,Whole Year ,Potato,461,5280
Madhya Pradesh,REWA,2011,Kharif     ,Bajra,469,245
Madhya Pradesh,MANDSAUR,2011,Whole Year ,Sweet potato,69,614
Madhya Pradesh,HOSHANGABAD,2011,Kharif     ,Bajra,21,31
Madhya Pradesh,SHAJAPUR,2012,Kharif     ,Rice,73,38
Madhya Pradesh,SATNA,2012,Kharif     ,Moong(Green Gram),3805,1089
Madhya Pradesh,RAISEN,2012,Rabi       ,Urad,2,1
Madhya Pradesh,JHABUA,2012,Kharif     ,Small millets,323,88
Madhya Pradesh,HARDA,2012,Kharif     ,Maize,790,1735
Madhya Pradesh,DAMOH,2012,Rabi       ,Linseed,358,239
Madhya Pradesh,HARDA,2012,Kharif     ,Urad,28,5
Madhya Pradesh,DHAR,2012,Rabi       ,Safflower,70,25
Madhya Pradesh,SHEOPUR,2012,Rabi       ,Gram,9120,16380
Madhya Pradesh,DAMOH,2012,Kharif     ,Small millets,98,34
Madhya Pradesh,TIKAMGARH,2012,Whole Year ,Sugarcane,174,6410
Madhya Pradesh,BURHANPUR,2012,Whole Year ,Dry chillies,184,416
Madhya Pradesh,REWA,2012,Kharif     ,Urad,11802,2736
Madhya Pradesh,SHEOPUR,2012,Rabi       ,Linseed,47,61
Madhya Pradesh,INDORE,2012,Kharif     ,Rice,4,4
Madhya Pradesh,KHARGONE,2012,Whole Year ,Coriander,685,202
Madhya Pradesh,NEEMUCH,2012,Whole Year ,Coriander,5641,5923
Madhya Pradesh,VIDISHA,2012,Whole Year ,Potato,184,2030
Madhya Pradesh,ANUPPUR,2012,Whole Year ,Coriander,163,49
Madhya Pradesh,JABALPUR,2012,Kharif     ,Sannhamp,15,39
Madhya Pradesh,HARDA,2012,Rabi       ,Moong(Green Gram),26,5
Madhya Pradesh,UJJAIN,2012,Whole Year ,Turmeric,5,7
Madhya Pradesh,VIDISHA,2012,Kharif     ,Arhar/Tur,2231,1574
Madhya Pradesh,BARWANI,2012,Rabi       ,Jowar,1288,2564
Madhya Pradesh,HARDA,2012,Whole Year ,Sesamum,41,25
Madhya Pradesh,SINGRAULI,2012,Kharif     ,Jowar,6529,12531
Madhya Pradesh,SATNA,2012,Kharif     ,Jowar,2487,3269
Madhya Pradesh,JABALPUR,2012,Kharif     ,Small millets,8791,3234
Madhya Pradesh,DATIA,2012,Rabi       ,Masoor,3387,2612
Madhya Pradesh,NARSINGHPUR,2012,Rabi       ,Other  Rabi pulses,38,16
Madhya Pradesh,DHAR,2012,Whole Year ,Coriander,325,131
Madhya Pradesh,KHANDWA,2012,Whole Year ,Sugarcane,234,10570
Madhya Pradesh,GWALIOR,2012,Kharif     ,Barley,1092,2554
Madhya Pradesh,SAGAR,2012,Whole Year ,Sugarcane,496,15640
Madhya Pradesh,SEONI,2012,Rabi       ,Peas & beans (Pulses),9180,5325
Madhya Pradesh,CHHINDWARA,2012,Rabi       ,Masoor,5296,3254
Madhya Pradesh,ASHOKNAGAR,2012,Kharif     ,Arhar/Tur,710,502
Madhya Pradesh,CHHATARPUR,2012,Whole Year ,Potato,1512,10309
Madhya Pradesh,UJJAIN,2012,Whole Year ,Sesamum,25,16
Madhya Pradesh,JABALPUR,2012,Rabi       ,Khesari,13,15
Madhya Pradesh,REWA,2012,Kharif     ,Small millets,1342,351
Madhya Pradesh,VIDISHA,2012,Rabi       ,Moong(Green Gram),5,1
Madhya Pradesh,ASHOKNAGAR,2012,Rabi       ,Khesari,472,674
Madhya Pradesh,DHAR,2012,Whole Year ,Dry ginger,443,680
Madhya Pradesh,NARSINGHPUR,2012,Kharif     ,Groundnut,110,407
Madhya Pradesh,ALIRAJPUR,2012,Kharif     ,Mesta,25,6
Madhya Pradesh,JHABUA,2012,Whole Year ,Sesamum,190,117
Madhya Pradesh,KATNI,2012,Whole Year ,Sugarcane,29,480
Madhya Pradesh,TIKAMGARH,2012,Kharif     ,Sannhamp,5,6
Madhya Pradesh,HARDA,2012,Whole Year ,Turmeric,15,15
Madhya Pradesh,RATLAM,2012,Whole Year ,Turmeric,4,3
Madhya Pradesh,DEWAS,2012,Kharif     ,Rice,143,120
Madhya Pradesh,INDORE,2012,Rabi       ,Peas & beans (Pulses),794,342
Madhya Pradesh,HARDA,2012,Whole Year ,Banana,20,543
Madhya Pradesh,SHAHDOL,2012,Kharif     ,Moong(Green Gram),180,90
Madhya Pradesh,BALAGHAT,2012,Whole Year ,Onion,211,5762
Madhya Pradesh,TIKAMGARH,2012,Kharif     ,Other Kharif pulses,4,1
Madhya Pradesh,GUNA,2012,Kharif     ,Groundnut,108,238
Madhya Pradesh,RAJGARH,2012,Rabi       ,Masoor,9374,5882
Madhya Pradesh,ALIRAJPUR,2012,Kharif     ,Sannhamp,57,100
Madhya Pradesh,SIDHI,2012,Kharif     ,Sannhamp,17,50
Madhya Pradesh,ASHOKNAGAR,2012,Kharif     ,Groundnut,387,731
Madhya Pradesh,SEHORE,2012,Whole Year ,Potato,377,6883
Madhya Pradesh,SAGAR,2012,Whole Year ,Garlic,671,2833
Madhya Pradesh,MANDLA,2012,Kharif     ,Urad,1773,471
Madhya Pradesh,RATLAM,2012,Rabi       ,Peas & beans (Pulses),1355,1560
Madhya Pradesh,UMARIA,2012,Rabi       ,Linseed,3051,1193
Madhya Pradesh,KHARGONE,2012,Rabi       ,Masoor,10,4
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Horse-gram,874,435
Madhya Pradesh,SHEOPUR,2012,Rabi       ,Peas & beans (Pulses),10,10
Madhya Pradesh,SATNA,2012,Whole Year ,Sweet potato,49,259
Madhya Pradesh,CHHINDWARA,2012,Whole Year ,Garlic,3764,17491
Madhya Pradesh,UMARIA,2012,Kharif     ,Soyabean,2871,967
Madhya Pradesh,HARDA,2012,Whole Year ,Onion,135,3421
Madhya Pradesh,BETUL,2012,Rabi       ,Masoor,2551,1597
Madhya Pradesh,BHIND,2012,Kharif     ,Rice,4623,12471
Madhya Pradesh,BHOPAL,2012,Whole Year ,Garlic,312,1264
Madhya Pradesh,RATLAM,2012,Whole Year ,Coriander,1400,580
Madhya Pradesh,JHABUA,2012,Kharif     ,Groundnut,6563,4574
Madhya Pradesh,HARDA,2012,Kharif     ,Moong(Green Gram),22,6
Madhya Pradesh,ALIRAJPUR,2012,Kharif     ,Arhar/Tur,2481,1295
Madhya Pradesh,KHARGONE,2012,Kharif     ,Bajra,340,196
Madhya Pradesh,KHANDWA,2012,Kharif     ,Moong(Green Gram),2125,574
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Soyabean,44,60
Madhya Pradesh,NARSINGHPUR,2012,Rabi       ,Moong(Green Gram),944,264
Madhya Pradesh,SHAJAPUR,2012,Whole Year ,Sugarcane,58,1650
Madhya Pradesh,BHIND,2012,Kharif     ,Moong(Green Gram),1541,312
Madhya Pradesh,DEWAS,2012,Rabi       ,Linseed,37,52
Madhya Pradesh,REWA,2012,Kharif     ,Moong(Green Gram),3687,717
Madhya Pradesh,KHANDWA,2012,Rabi       ,Urad,10,5
Madhya Pradesh,BALAGHAT,2012,Rabi       ,Khesari,10709,8474
Madhya Pradesh,DINDORI,2012,Whole Year ,Coriander,199,36
Madhya Pradesh,BALAGHAT,2012,Kharif     ,Groundnut,698,1045
Madhya Pradesh,SHAJAPUR,2012,Rabi       ,Rapeseed &Mustard,6288,6822
Madhya Pradesh,GUNA,2012,Whole Year ,Sesamum,427,372
Madhya Pradesh,MORENA,2012,Rabi       ,Peas & beans (Pulses),777,689
Madhya Pradesh,KHARGONE,2012,Kharif     ,Groundnut,6869,7611
Madhya Pradesh,KHARGONE,2012,Rabi       ,Peas & beans (Pulses),57,27
Madhya Pradesh,DINDORI,2012,Whole Year ,Potato,24,171
Madhya Pradesh,MORENA,2012,Whole Year ,Sesamum,3742,1406
Madhya Pradesh,DATIA,2012,Whole Year ,Dry chillies,56,67
Madhya Pradesh,ANUPPUR,2012,Kharif     ,Maize,11464,15990
Madhya Pradesh,BARWANI,2012,Rabi       ,Urad,7,2
Madhya Pradesh,HARDA,2012,Whole Year ,Garlic,64,225
Madhya Pradesh,RAISEN,2012,Whole Year ,Turmeric,9,7
Madhya Pradesh,KATNI,2012,Kharif     ,Soyabean,782,602
Madhya Pradesh,DHAR,2012,Kharif     ,Castor seed,94,40
Madhya Pradesh,KATNI,2012,Kharif     ,Arhar/Tur,8142,4726
Madhya Pradesh,NARSINGHPUR,2012,Rabi       ,Khesari,434,695
Madhya Pradesh,UJJAIN,2012,Whole Year ,Tobacco,27,14
Madhya Pradesh,RAISEN,2012,Kharif     ,Urad,3543,737
Madhya Pradesh,MORENA,2012,Kharif     ,Barley,1572,3805
Madhya Pradesh,DINDORI,2012,Kharif     ,Arhar/Tur,5842,2119
Madhya Pradesh,KHARGONE,2012,Kharif     ,Castor seed,931,404
Madhya Pradesh,CHHINDWARA,2012,Rabi       ,Peas & beans (Pulses),6696,4405
Madhya Pradesh,SIDHI,2012,Rabi       ,Other  Rabi pulses,2,1
